"year","theme_id","theme_name","relative","n_items","source_name","target_name"
2023,745,Disney 100,son,22,"535-Collectible Minifigures","745-Disney 100"
2015,229,Easter,son,50,"206-Seasonal","229-Easter"
1993,188,Black Knights,son,16,"186-Castle","188-Black Knights"
1986,534,Universal Building Set,son,21,"507-Educational and Dacta","534-Universal Building Set"
1986,456,Train,son,76,"443-Service Packs","456-Train"
1985,473,Supplemental,son,96,"465-Universal Building Set","473-Supplemental"
2005,732,Clocks and Watches,son,214,"501-Gear","732-Clocks and Watches"
2012,156,Mini,son,1,"155-Modular Buildings","156-Mini"
2020,673,Creator Expert,son,67,"22-Creator","673-Creator Expert"
1971,371,Supplemental,son,531,"365-System","371-Supplemental"
2018,687,Frozen,son,34,"608-Disney","687-Frozen"
2024,733,Houseware,son,327,"501-Gear","733-Houseware"
1995,227,Christmas,son,199,"206-Seasonal","227-Christmas"
2016,232,Valentine,son,21,"206-Seasonal","232-Valentine"
1976,421,Police,son,11,"411-Legoland","421-Police"
2023,706,Spider-Man,son,108,"696-Super Heroes Marvel","706-Spider-Man"
2023,707,X-Men,son,8,"696-Super Heroes Marvel","707-X-Men"
2003,460,Gravity Games,son,11,"458-Sports","460-Gravity Games"
2019,702,Avengers,son,122,"696-Super Heroes Marvel","702-Avengers"
1968,371,Supplemental,son,531,"365-System","371-Supplemental"
2003,459,Basketball,son,35,"458-Sports","459-Basketball"
1971,756,Samsonite,son,149,"365-System","756-Samsonite"
1987,132,Futuron,son,20,"126-Space","132-Futuron"
1999,471,Ferries,son,17,"598-Promotional","471-Ferries"
2018,66,Trains,son,37,"52-City","66-Trains"
2015,639,Sofia the First,son,3,"504-Duplo","639-Sofia the First"
2024,60,Hospital,son,24,"52-City","60-Hospital"
2007,634,Trains,son,73,"504-Duplo","634-Trains"
1981,533,Town,son,36,"507-Educational and Dacta","533-Town"
1977,235,"4.5V",son,92,"233-Train","235-4.5V"
1991,533,Town,son,36,"507-Educational and Dacta","533-Town"
1970,420,Hospital,son,9,"411-Legoland","420-Hospital"
2004,459,Basketball,son,35,"458-Sports","459-Basketball"
2009,60,Hospital,son,24,"52-City","60-Hospital"
2020,630,Marvel,son,9,"504-Duplo","630-Marvel"
2015,596,Marvel Super Heroes,son,4,"591-Juniors","596-Marvel Super Heroes"
2018,229,Easter,son,50,"206-Seasonal","229-Easter"
1987,473,Supplemental,son,96,"465-Universal Building Set","473-Supplemental"
2015,232,Valentine,son,21,"206-Seasonal","232-Valentine"
1984,757,Ideas Books,son,99,"497-Books","757-Ideas Books"
2007,227,Christmas,son,199,"206-Seasonal","227-Christmas"
1985,187,Black Falcons,son,7,"186-Castle","187-Black Falcons"
2021,63,Traffic,son,62,"52-City","63-Traffic"
1990,229,Easter,son,50,"206-Seasonal","229-Easter"
2006,652,Playhouse,son,60,"504-Duplo","652-Playhouse"
1993,652,Playhouse,son,60,"504-Duplo","652-Playhouse"
2020,652,Playhouse,son,60,"504-Duplo","652-Playhouse"
2004,730,Audio and Visual Media,son,75,"501-Gear","730-Audio and Visual Media"
2003,730,Audio and Visual Media,son,75,"501-Gear","730-Audio and Visual Media"
2005,60,Hospital,son,24,"52-City","60-Hospital"
2007,650,Legoville,son,86,"632-Town","650-Legoville"
2015,638,Jake and the Never Land Pirates,son,7,"754-Disney","638-Jake and the Never Land Pirates"
2008,525,Technic,son,282,"524-Service Packs","525-Technic"
2012,640,Disney Princess,son,19,"754-Disney","640-Disney Princess"
2013,627,Planes,son,4,"754-Disney","627-Planes"
2020,698,UCS,son,7,"697-Batman","698-UCS"
2019,471,Ferries,son,17,"598-Promotional","471-Ferries"
2005,208,City,son,21,"207-Advent","208-City"
2012,216,Friends,son,13,"207-Advent","216-Friends"
2020,216,Friends,son,13,"207-Advent","216-Friends"
2000,635,Winnie the Pooh,son,18,"754-Disney","635-Winnie the Pooh"
2019,216,Friends,son,13,"207-Advent","216-Friends"
2016,648,Doc McStuffins,son,4,"754-Disney","648-Doc McStuffins"
2017,230,Halloween,son,31,"206-Seasonal","230-Halloween"
2022,208,City,son,21,"207-Advent","208-City"
2023,640,Disney Princess,son,19,"754-Disney","640-Disney Princess"
2021,207,Advent,father,75,"206-Seasonal","207-Advent"
2006,207,Advent,father,75,"206-Seasonal","207-Advent"
2005,207,Advent,father,75,"206-Seasonal","207-Advent"
2007,207,Advent,father,75,"206-Seasonal","207-Advent"
2001,207,Advent,father,75,"206-Seasonal","207-Advent"
1994,529,Technic,son,73,"507-Educational and Dacta","529-Technic"
1977,4,Expert Builder,son,48,"1-Technic","4-Expert Builder"
1979,4,Expert Builder,son,48,"1-Technic","4-Expert Builder"
2008,516,Duplo and Explore,son,298,"507-Educational and Dacta","516-Duplo and Explore"
1996,529,Technic,son,73,"507-Educational and Dacta","529-Technic"
1995,311,Aquasharks,son,5,"307-Aquazone","311-Aquasharks"
1998,260,RCX,son,22,"258-Mindstorms","260-RCX"
2002,280,Jack Stone,son,29,"279-4 Juniors","280-Jack Stone"
1997,516,Duplo and Explore,son,298,"507-Educational and Dacta","516-Duplo and Explore"
2005,516,Duplo and Explore,son,298,"507-Educational and Dacta","516-Duplo and Explore"
2004,516,Duplo and Explore,son,298,"507-Educational and Dacta","516-Duplo and Explore"
2019,655,Powered Up,son,15,"438-Power Functions","655-Powered Up"
2006,61,Police,son,200,"52-City","61-Police"
2014,157,Bricktober,son,38,"598-Promotional","157-Bricktober"
1997,138,RoboForce,son,4,"126-Space","138-RoboForce"
2011,632,Town,son,467,"504-Duplo","632-Town"
2010,505,Basic Set,son,388,"504-Duplo","505-Basic Set"
2012,632,Town,son,467,"504-Duplo","632-Town"
2018,505,Basic Set,son,388,"504-Duplo","505-Basic Set"
2017,505,Basic Set,son,388,"504-Duplo","505-Basic Set"
2009,505,Basic Set,son,388,"504-Duplo","505-Basic Set"
2010,632,Town,son,467,"504-Duplo","632-Town"
1987,505,Basic Set,son,388,"504-Duplo","505-Basic Set"
2008,505,Basic Set,son,388,"504-Duplo","505-Basic Set"
1990,505,Basic Set,son,388,"504-Duplo","505-Basic Set"
1999,142,Spyrius,son,12,"126-Space","142-Spyrius"
2011,263,Pirates of the Caribbean,son,20,"608-Disney","263-Pirates of the Caribbean"
2019,742,Video Games and Accessories,son,289,"501-Gear","742-Video Games and Accessories"
1986,529,Technic,son,73,"507-Educational and Dacta","529-Technic"
2024,632,Town,son,467,"504-Duplo","632-Town"
1984,632,Town,son,467,"504-Duplo","632-Town"
1988,632,Town,son,467,"504-Duplo","632-Town"
2021,741,Tabletop Games and Puzzles,son,41,"501-Gear","741-Tabletop Games and Puzzles"
2003,529,Technic,son,73,"507-Educational and Dacta","529-Technic"
2016,557,DFB Minifigures,son,19,"535-Collectible Minifigures","557-DFB Minifigures"
1982,4,Expert Builder,son,48,"1-Technic","4-Expert Builder"
2021,505,Basic Set,son,388,"504-Duplo","505-Basic Set"
2023,157,Bricktober,son,38,"598-Promotional","157-Bricktober"
1973,505,Basic Set,son,388,"504-Duplo","505-Basic Set"
1992,632,Town,son,467,"504-Duplo","632-Town"
2001,171,Ultimate Collector Series,son,51,"158-Star Wars","171-Ultimate Collector Series"
2005,746,Database Sets,son,122,"301-Other","746-Database Sets"
2010,61,Police,son,200,"52-City","61-Police"
2008,529,Technic,son,73,"507-Educational and Dacta","529-Technic"
1997,742,Video Games and Accessories,son,289,"501-Gear","742-Video Games and Accessories"
1975,422,Space,son,3,"411-Legoland","422-Space"
1973,422,Space,son,3,"411-Legoland","422-Space"
1976,422,Space,son,3,"411-Legoland","422-Space"
2016,629,Miles From Tomorrowland,son,3,"754-Disney","629-Miles From Tomorrowland"
2011,519,NXT,son,9,"518-Mindstorms","519-NXT"
2008,632,Town,father,467,"504-Duplo","632-Town"
2013,207,Advent,father,75,"206-Seasonal","207-Advent"
2015,207,Advent,father,75,"206-Seasonal","207-Advent"
2020,207,Advent,father,75,"206-Seasonal","207-Advent"
2023,207,Advent,father,75,"206-Seasonal","207-Advent"
2022,207,Advent,father,75,"206-Seasonal","207-Advent"
2018,207,Advent,father,75,"206-Seasonal","207-Advent"
2001,135,Life On Mars,son,30,"126-Space","135-Life On Mars"
2015,303,Ultra Agents,son,15,"302-Agents","303-Ultra Agents"
1999,470,Classic Basic,son,53,"465-Universal Building Set","470-Classic Basic"
2013,409,Monthly Mini Model Build,son,154,"408-LEGO Brand Store","409-Monthly Mini Model Build"
2011,61,Police,son,200,"52-City","61-Police"
2015,700,Justice League,son,18,"695-Super Heroes DC","700-Justice League"
2012,61,Police,son,200,"52-City","61-Police"
2018,622,Series 18 Minifigures,son,20,"535-Collectible Minifigures","622-Series 18 Minifigures"
1986,516,Duplo and Explore,son,298,"507-Educational and Dacta","516-Duplo and Explore"
2014,516,Duplo and Explore,son,298,"507-Educational and Dacta","516-Duplo and Explore"
1988,516,Duplo and Explore,son,298,"507-Educational and Dacta","516-Duplo and Explore"
2020,655,Powered Up,son,15,"438-Power Functions","655-Powered Up"
1969,505,Basic Set,son,388,"504-Duplo","505-Basic Set"
2006,505,Basic Set,son,388,"504-Duplo","505-Basic Set"
1996,505,Basic Set,son,388,"504-Duplo","505-Basic Set"
2003,505,Basic Set,son,388,"504-Duplo","505-Basic Set"
1994,632,Town,son,467,"504-Duplo","632-Town"
1981,4,Expert Builder,son,48,"1-Technic","4-Expert Builder"
1999,526,Soft Bricks,son,6,"507-Educational and Dacta","526-Soft Bricks"
2016,742,Video Games and Accessories,son,289,"501-Gear","742-Video Games and Accessories"
2017,742,Video Games and Accessories,son,289,"501-Gear","742-Video Games and Accessories"
2020,61,Police,son,200,"52-City","61-Police"
2017,700,Justice League,son,18,"695-Super Heroes DC","700-Justice League"
2024,61,Police,son,200,"52-City","61-Police"
2013,61,Police,son,200,"52-City","61-Police"
2014,401,Heroes,son,45,"400-Hero Factory","401-Heroes"
2023,61,Police,son,200,"52-City","61-Police"
2014,505,Basic Set,son,388,"504-Duplo","505-Basic Set"
2002,171,Ultimate Collector Series,son,51,"158-Star Wars","171-Ultimate Collector Series"
2006,341,Playsets,son,19,"324-Bionicle","341-Playsets"
1998,529,Technic,son,73,"507-Educational and Dacta","529-Technic"
2007,341,Playsets,son,19,"324-Bionicle","341-Playsets"
1998,526,Soft Bricks,son,6,"507-Educational and Dacta","526-Soft Bricks"
2016,505,Basic Set,son,388,"504-Duplo","505-Basic Set"
1999,632,Town,son,467,"504-Duplo","632-Town"
1999,207,Advent,son,75,"206-Seasonal","207-Advent"
2012,171,Ultimate Collector Series,son,51,"158-Star Wars","171-Ultimate Collector Series"
2019,746,Database Sets,son,122,"301-Other","746-Database Sets"
2002,746,Database Sets,son,122,"301-Other","746-Database Sets"
2003,746,Database Sets,son,122,"301-Other","746-Database Sets"
2004,526,Soft Bricks,son,6,"507-Educational and Dacta","526-Soft Bricks"
1983,529,Technic,son,73,"507-Educational and Dacta","529-Technic"
2007,741,Tabletop Games and Puzzles,son,41,"501-Gear","741-Tabletop Games and Puzzles"
2023,655,Powered Up,son,15,"438-Power Functions","655-Powered Up"
2016,746,Database Sets,son,122,"301-Other","746-Database Sets"
1959,746,Database Sets,son,122,"301-Other","746-Database Sets"
2018,708,The LEGO Batman Movie,son,44,"697-Batman","708-The LEGO Batman Movie"
2016,207,Advent,son,75,"206-Seasonal","207-Advent"
1995,529,Technic,father,73,"507-Educational and Dacta","529-Technic"
2009,632,Town,father,467,"504-Duplo","632-Town"
2004,632,Town,father,467,"504-Duplo","632-Town"
2009,207,Advent,father,75,"206-Seasonal","207-Advent"
2012,207,Advent,father,75,"206-Seasonal","207-Advent"
2000,260,RCX,son,22,"258-Mindstorms","260-RCX"
2000,526,Soft Bricks,son,6,"507-Educational and Dacta","526-Soft Bricks"
2011,741,Tabletop Games and Puzzles,son,41,"501-Gear","741-Tabletop Games and Puzzles"
2009,409,Monthly Mini Model Build,son,154,"408-LEGO Brand Store","409-Monthly Mini Model Build"
2014,61,Police,son,200,"52-City","61-Police"
2010,401,Heroes,son,45,"400-Hero Factory","401-Heroes"
2015,516,Duplo and Explore,son,298,"507-Educational and Dacta","516-Duplo and Explore"
2020,516,Duplo and Explore,son,298,"507-Educational and Dacta","516-Duplo and Explore"
1992,516,Duplo and Explore,son,298,"507-Educational and Dacta","516-Duplo and Explore"
2001,632,Town,son,467,"504-Duplo","632-Town"
1998,505,Basic Set,son,388,"504-Duplo","505-Basic Set"
1991,505,Basic Set,son,388,"504-Duplo","505-Basic Set"
1984,505,Basic Set,son,388,"504-Duplo","505-Basic Set"
1991,632,Town,son,467,"504-Duplo","632-Town"
2019,632,Town,son,467,"504-Duplo","632-Town"
2017,207,Advent,son,75,"206-Seasonal","207-Advent"
1980,4,Expert Builder,son,48,"1-Technic","4-Expert Builder"
1980,516,Duplo and Explore,son,298,"507-Educational and Dacta","516-Duplo and Explore"
1990,529,Technic,son,73,"507-Educational and Dacta","529-Technic"
2021,655,Powered Up,son,15,"438-Power Functions","655-Powered Up"
2018,516,Duplo and Explore,son,298,"507-Educational and Dacta","516-Duplo and Explore"
2003,260,RCX,son,22,"258-Mindstorms","260-RCX"
2005,61,Police,son,200,"52-City","61-Police"
2009,61,Police,son,200,"52-City","61-Police"
2012,409,Monthly Mini Model Build,son,154,"408-LEGO Brand Store","409-Monthly Mini Model Build"
2010,536,Series 1 Minifigures,son,19,"535-Collectible Minifigures","536-Series 1 Minifigures"
2023,505,Basic Set,son,388,"504-Duplo","505-Basic Set"
2016,171,Ultimate Collector Series,son,51,"158-Star Wars","171-Ultimate Collector Series"
2004,171,Ultimate Collector Series,son,51,"158-Star Wars","171-Ultimate Collector Series"
2014,632,Town,son,467,"504-Duplo","632-Town"
2015,742,Video Games and Accessories,son,289,"501-Gear","742-Video Games and Accessories"
1995,505,Basic Set,son,388,"504-Duplo","505-Basic Set"
2009,742,Video Games and Accessories,son,289,"501-Gear","742-Video Games and Accessories"
1987,516,Duplo and Explore,son,298,"507-Educational and Dacta","516-Duplo and Explore"
2018,171,Ultimate Collector Series,son,51,"158-Star Wars","171-Ultimate Collector Series"
2019,505,Basic Set,son,388,"504-Duplo","505-Basic Set"
1993,505,Basic Set,son,388,"504-Duplo","505-Basic Set"
2020,171,Ultimate Collector Series,son,51,"158-Star Wars","171-Ultimate Collector Series"
1991,516,Duplo and Explore,son,298,"507-Educational and Dacta","516-Duplo and Explore"
1990,516,Duplo and Explore,son,298,"507-Educational and Dacta","516-Duplo and Explore"
2004,260,RCX,son,22,"258-Mindstorms","260-RCX"
1979,632,Town,son,467,"504-Duplo","632-Town"
2004,742,Video Games and Accessories,son,289,"501-Gear","742-Video Games and Accessories"
2021,171,Ultimate Collector Series,son,51,"158-Star Wars","171-Ultimate Collector Series"
2023,746,Database Sets,son,122,"301-Other","746-Database Sets"
2004,746,Database Sets,son,122,"301-Other","746-Database Sets"
2024,207,Advent,son,75,"206-Seasonal","207-Advent"
2022,171,Ultimate Collector Series,son,51,"158-Star Wars","171-Ultimate Collector Series"
2013,746,Database Sets,son,122,"301-Other","746-Database Sets"
2009,171,Ultimate Collector Series,son,51,"158-Star Wars","171-Ultimate Collector Series"
1982,516,Duplo and Explore,son,298,"507-Educational and Dacta","516-Duplo and Explore"
2008,746,Database Sets,son,122,"301-Other","746-Database Sets"
2014,547,Series 11 Minifigures,son,19,"535-Collectible Minifigures","547-Series 11 Minifigures"
2014,519,NXT,son,9,"518-Mindstorms","519-NXT"
2002,207,Advent,father,75,"206-Seasonal","207-Advent"
2011,207,Advent,father,75,"206-Seasonal","207-Advent"
2003,529,Technic,father,73,"507-Educational and Dacta","529-Technic"
2019,207,Advent,father,75,"206-Seasonal","207-Advent"
2012,401,Heroes,son,45,"400-Hero Factory","401-Heroes"
2016,409,Monthly Mini Model Build,son,154,"408-LEGO Brand Store","409-Monthly Mini Model Build"
2018,61,Police,son,200,"52-City","61-Police"
1989,516,Duplo and Explore,son,298,"507-Educational and Dacta","516-Duplo and Explore"
2011,742,Video Games and Accessories,son,289,"501-Gear","742-Video Games and Accessories"
2019,157,Bricktober,son,38,"598-Promotional","157-Bricktober"
2015,157,Bricktober,son,38,"598-Promotional","157-Bricktober"
2015,632,Town,son,467,"504-Duplo","632-Town"
2007,171,Ultimate Collector Series,son,51,"158-Star Wars","171-Ultimate Collector Series"
2015,360,Protectors,son,6,"324-Bionicle","360-Protectors"
1988,505,Basic Set,son,388,"504-Duplo","505-Basic Set"
1989,632,Town,son,467,"504-Duplo","632-Town"
2002,505,Basic Set,son,388,"504-Duplo","505-Basic Set"
1999,505,Basic Set,son,388,"504-Duplo","505-Basic Set"
1980,632,Town,son,467,"504-Duplo","632-Town"
1987,632,Town,son,467,"504-Duplo","632-Town"
2000,298,Dino Island,son,19,"296-Adventurers","298-Dino Island"
1992,529,Technic,son,73,"507-Educational and Dacta","529-Technic"
2010,409,Monthly Mini Model Build,son,154,"408-LEGO Brand Store","409-Monthly Mini Model Build"
2011,409,Monthly Mini Model Build,son,154,"408-LEGO Brand Store","409-Monthly Mini Model Build"
2021,61,Police,son,200,"52-City","61-Police"
2007,61,Police,son,200,"52-City","61-Police"
2022,61,Police,son,200,"52-City","61-Police"
2023,741,Tabletop Games and Puzzles,son,41,"501-Gear","741-Tabletop Games and Puzzles"
2010,516,Duplo and Explore,son,298,"507-Educational and Dacta","516-Duplo and Explore"
2009,516,Duplo and Explore,son,298,"507-Educational and Dacta","516-Duplo and Explore"
2013,516,Duplo and Explore,son,298,"507-Educational and Dacta","516-Duplo and Explore"
2023,632,Town,son,467,"504-Duplo","632-Town"
2017,516,Duplo and Explore,son,298,"507-Educational and Dacta","516-Duplo and Explore"
2002,742,Video Games and Accessories,son,289,"501-Gear","742-Video Games and Accessories"
2000,171,Ultimate Collector Series,son,51,"158-Star Wars","171-Ultimate Collector Series"
2004,628,Dora the Explorer,son,5,"504-Duplo","628-Dora the Explorer"
2015,741,Tabletop Games and Puzzles,son,41,"501-Gear","741-Tabletop Games and Puzzles"
2022,746,Database Sets,son,122,"301-Other","746-Database Sets"
2012,746,Database Sets,son,122,"301-Other","746-Database Sets"
1966,746,Database Sets,son,122,"301-Other","746-Database Sets"
1957,746,Database Sets,son,122,"301-Other","746-Database Sets"
2014,171,Ultimate Collector Series,son,51,"158-Star Wars","171-Ultimate Collector Series"
1989,147,Pirates,father,,,
1997,507,Educational and Dacta,father,,,
1989,507,Educational and Dacta,father,,,
1988,507,Educational and Dacta,father,,,
2019,438,Power Functions,father,,,
2012,408,LEGO Brand Store,father,,,
2006,52,City,father,,,
1997,126,Space,father,,,
2012,507,Educational and Dacta,father,,,
2009,497,Books,father,,,
2006,501,Gear,father,,,
1950,365,System,father,,,
1983,50,Town,father,,,
1957,365,System,father,,,
2009,504,Duplo,father,,,
2003,504,Duplo,father,,,
1989,504,Duplo,father,,,
2015,206,Seasonal,father,,,
1966,497,Books,father,,,
1998,233,Train,father,,,
2022,22,Creator,father,,,
2021,438,Power Functions,father,,,
2003,233,Train,father,,,
1992,233,Train,father,,,
2024,206,Seasonal,father,,,
1996,126,Space,father,,,
2001,112,Racers,father,,,
1995,186,Castle,father,,,
2011,34,Make & Create,father,,,
2012,34,Make & Create,father,,,
1968,497,Books,father,,,
1997,147,Pirates,father,,,
2014,400,Hero Factory,father,,,
1964,497,Books,father,,,
2013,258,Mindstorms,father,,,
2022,696,Super Heroes Marvel,father,,,
2024,696,Super Heroes Marvel,father,,,
2004,158,Star Wars,father,,,
1985,233,Train,father,,,
1983,507,Educational and Dacta,father,,,
2020,598,Promotional,father,,,
2021,598,Promotional,father,,,
1999,497,Books,father,,,
2021,504,Duplo,father,,,
1991,443,Service Packs,father,,,
1990,443,Service Packs,father,,,
2011,598,Promotional,father,,,
1997,233,Train,father,,,
1992,443,Service Packs,father,,,
2000,158,Star Wars,father,,,
2004,258,Mindstorms,father,,,
2001,50,Town,father,,,
1968,233,Train,father,,,
1976,233,Train,father,,,
1977,233,Train,father,,,
2008,258,Mindstorms,father,,,
2002,497,Books,father,,,
1960,365,System,father,,,
2022,301,Other,father,,,
2020,301,Other,father,,,
2003,301,Other,father,,,
1965,301,Other,father,,,
2007,301,Other,father,,,
1963,301,Other,father,,,
1983,598,Promotional,father,,,
1966,501,Gear,father,,,
1982,465,Universal Building Set,father,,,
2020,252,Architecture,father,,,
2014,158,Star Wars,father,,,
2007,233,Train,father,,,
1990,206,Seasonal,father,,,
2007,258,Mindstorms,father,,,
2010,258,Mindstorms,father,,,
2010,301,Other,father,,,
1999,22,Creator,father,,,
1991,598,Promotional,father,,,
2007,52,City,son,,,
2008,264,Indiana Jones,son,,,
1997,475,Western,son,,,
1999,1,Technic,son,,,
2015,600,Elves,son,,,
2006,254,Bulk Bricks,son,,,
1998,1,Technic,son,,,
2009,535,Collectible Minifigures,son,,,
2016,435,Ninjago,son,,,
1995,399,Freestyle,son,,,
2007,22,Creator,son,,,
2001,246,Harry Potter,son,,,
2013,576,LEGO Ideas and CUUSOO,son,,,
1987,390,Fabuland,son,,,
1989,390,Fabuland,son,,,
2013,571,Legends of Chima,son,,,
1971,405,Homemaker,son,,,
2011,408,LEGO Brand Store,son,,,
1976,404,Hobby Sets,son,,,
2002,112,Racers,son,,,
2017,1,Technic,son,,,
2017,610,Brickheadz,son,,,
2017,435,Ninjago,son,,,
2020,494,Friends,son,,,
2020,610,Brickheadz,son,,,
2020,601,Speed Champions,son,,,
1998,434,Ninja,son,,,
2020,425,Legoland Parks,son,,,
2013,598,Promotional,son,,,
2013,432,Master Builder Academy,son,,,
2001,324,Bionicle,son,,,
1978,363,Boat,son,,,
1986,443,Service Packs,son,,,
2018,602,Jurassic World,son,,,
1991,504,Duplo,son,,,
2009,501,Gear,son,,,
2021,22,Creator,son,,,
2021,501,Gear,son,,,
2021,435,Ninjago,son,,,
2021,599,LEGO Exclusive,son,,,
2022,601,Speed Champions,son,,,
2022,608,Disney,son,,,
2022,688,DOTS,son,,,
2021,398,FIRST LEGO League,son,,,
2004,1,Technic,son,,,
1991,559,Value Packs,son,,,
2010,1,Technic,son,,,
2021,690,Super Mario,son,,,
2021,693,Monkie Kid,son,,,
2023,602,Jurassic World,son,,,
2023,22,Creator,son,,,
2023,501,Gear,son,,,
2024,52,City,son,,,
2021,155,Modular Buildings,son,,,
2009,302,Agents,son,,,
1981,390,Fabuland,son,,,
2016,52,City,son,,,
2000,273,Studios,son,,,
2009,408,LEGO Brand Store,son,,,
2008,302,Agents,son,,,
2001,386,Dinosaurs,son,,,
2008,408,LEGO Brand Store,son,,,
2011,504,Duplo,son,,,
1999,443,Service Packs,son,,,
2014,577,Minecraft,son,,,
2015,603,Scooby-Doo,son,,,
2015,535,Collectible Minifigures,son,,,
2019,621,Classic,son,,,
2012,570,Teenage Mutant Ninja Turtles,son,,,
2021,689,Minions,son,,,
2022,246,Harry Potter,son,,,
2000,425,Legoland Parks,son,,,
2021,694,Brick Sketches,son,,,
2024,721,Icons,son,,,
1982,443,Service Packs,son,,,
1998,443,Service Packs,son,,,
2008,1,Technic,son,,,
2015,599,LEGO Exclusive,son,,,
2024,559,Value Packs,son,,,
2000,598,Promotional,son,,,
2003,425,Legoland Parks,son,,,
2004,441,Quatro,son,,,
2020,206,Seasonal,son,,,
2014,408,LEGO Brand Store,son,,,
2003,50,Town,son,,,
1969,365,System,son,,,
2010,324,Bionicle,son,,,
1984,504,Duplo,son,,,
1973,507,Educational and Dacta,son,,,
2005,501,Gear,son,,,
2001,501,Gear,son,,,
2023,748,Gabby's Dollhouse,son,,,
2007,397,Factory,son,,,
2016,252,Architecture,son,,,
2023,559,Value Packs,son,,,
2008,507,Educational and Dacta,son,,,
2014,398,FIRST LEGO League,son,,,
2003,206,Seasonal,son,,,
1961,507,Educational and Dacta,son,,,
2018,22,Creator,son,,,
2014,324,Bionicle,son,,,
1998,598,Promotional,son,,,
2021,713,VIDIYO,son,,,
2024,301,Other,son,,,
2008,272,SpongeBob SquarePants,son,,,
2008,301,Other,son,,,
1990,50,Town,son,,,
2019,695,Super Heroes DC,grandfather,,,
2017,206,Seasonal,grandfather,,,
2024,504,Duplo,grandfather,,,
2023,206,Seasonal,grandfather,,,
2020,504,Duplo,grandfather,,,
2012,206,Seasonal,grandfather,,,
2022,504,Duplo,grandfather,,,
2004,206,Seasonal,grandfather,,,
2002,1,Technic,father,,,
2016,206,Seasonal,father,,,
1969,233,Train,father,,,
2010,608,Disney,father,,,
1976,465,Universal Building Set,father,,,
2012,535,Collectible Minifigures,father,,,
1990,186,Castle,father,,,
2013,501,Gear,father,,,
1985,206,Seasonal,father,,,
2010,507,Educational and Dacta,father,,,
2011,400,Hero Factory,father,,,
2012,561,The Hobbit and Lord of the Rings,father,,,
2006,22,Creator,father,,,
1992,465,Universal Building Set,father,,,
2010,34,Make & Create,father,,,
2015,695,Super Heroes DC,father,,,
2013,400,Hero Factory,father,,,
1998,258,Mindstorms,father,,,
2001,279,"4 Juniors",father,,,
2017,591,Juniors,father,,,
2018,408,LEGO Brand Store,father,,,
2018,497,Books,father,,,
2017,497,Books,father,,,
2015,507,Educational and Dacta,father,,,
2019,608,Disney,father,,,
2006,186,Castle,father,,,
2002,598,Promotional,father,,,
1994,465,Universal Building Set,father,,,
2020,507,Educational and Dacta,father,,,
2020,608,Disney,father,,,
2020,535,Collectible Minifigures,father,,,
1987,443,Service Packs,father,,,
1985,50,Town,father,,,
2013,504,Duplo,father,,,
2013,158,Star Wars,father,,,
1978,50,Town,father,,,
1963,365,System,father,,,
1993,443,Service Packs,father,,,
2000,50,Town,father,,,
2002,696,Super Heroes Marvel,father,,,
2017,158,Star Wars,father,,,
1983,504,Duplo,father,,,
1996,504,Duplo,father,,,
1997,504,Duplo,father,,,
1979,50,Town,father,,,
2001,1,Technic,father,,,
1986,126,Space,father,,,
1966,233,Train,father,,,
1999,126,Space,father,,,
1984,507,Educational and Dacta,father,,,
2010,52,City,father,,,
2000,296,Adventurers,father,,,
1981,1,Technic,father,,,
2010,408,LEGO Brand Store,father,,,
2021,206,Seasonal,father,,,
2022,695,Super Heroes DC,father,,,
2011,186,Castle,father,,,
2002,304,Alpha Team,father,,,
2011,507,Educational and Dacta,father,,,
1981,497,Books,father,,,
1972,465,Universal Building Set,father,,,
2014,206,Seasonal,father,,,
1997,443,Service Packs,father,,,
1995,443,Service Packs,father,,,
2016,158,Star Wars,father,,,
1991,50,Town,father,,,
1978,443,Service Packs,father,,,
1956,365,System,father,,,
2001,273,Studios,father,,,
1997,206,Seasonal,father,,,
2013,507,Educational and Dacta,father,,,
2014,695,Super Heroes DC,father,,,
2021,507,Educational and Dacta,father,,,
1981,504,Duplo,father,,,
1976,504,Duplo,father,,,
2024,695,Super Heroes DC,father,,,
1983,233,Train,father,,,
2016,276,Sculptures,father,,,
2012,696,Super Heroes Marvel,father,,,
2018,158,Star Wars,father,,,
2020,696,Super Heroes Marvel,father,,,
2014,591,Juniors,father,,,
2009,233,Train,father,,,
1994,233,Train,father,,,
2002,465,Universal Building Set,father,,,
1985,186,Castle,father,,,
1969,411,Legoland,father,,,
2001,258,Mindstorms,father,,,
1995,147,Pirates,father,,,
1991,1,Technic,father,,,
1970,465,Universal Building Set,father,,,
1995,501,Gear,father,,,
1998,206,Seasonal,father,,,
2000,443,Service Packs,father,,,
2021,158,Star Wars,father,,,
2006,497,Books,father,,,
1961,497,Books,father,,,
2000,458,Sports,father,,,
2001,301,Other,father,,,
2007,458,Sports,father,,,
2023,301,Other,father,,,
2004,301,Other,father,,,
1999,598,Promotional,father,,,
2009,158,Star Wars,father,,,
1983,186,Castle,father,,,
1981,598,Promotional,father,,,
2007,695,Super Heroes DC,father,,,
2023,438,Power Functions,father,,,
1987,497,Books,father,,,
2015,147,Pirates,father,,,
1996,258,Mindstorms,father,,,
1971,233,Train,father,,,
2003,387,Discovery,son,,,
