"year","theme_id","theme_name","relative","n_items","source_name","target_name"
2011,754,Disney,father,100,"504-Duplo","754-Disney"
2017,754,Disney,father,100,"504-Duplo","754-Disney"
2013,524,Service Packs,father,369,"507-Educational and Dacta","524-Service Packs"
2008,524,Service Packs,father,369,"507-Educational and Dacta","524-Service Packs"
2007,524,Service Packs,father,369,"507-Educational and Dacta","524-Service Packs"
2014,754,Disney,father,100,"504-Duplo","754-Disney"
2020,227,Christmas,father,199,"206-Seasonal","227-Christmas"
2010,518,Mindstorms,father,90,"507-Educational and Dacta","518-Mindstorms"
2015,524,Service Packs,father,369,"507-Educational and Dacta","524-Service Packs"
2022,754,Disney,father,100,"504-Duplo","754-Disney"
2014,733,Houseware,son,327,"501-Gear","733-Houseware"
2014,549,The LEGO Movie,son,19,"535-Collectible Minifigures","549-The LEGO Movie"
2009,56,Construction,son,88,"52-City","56-Construction"
2011,538,Series 3 Minifigures,son,19,"535-Collectible Minifigures","538-Series 3 Minifigures"
2008,697,Batman,son,174,"695-Super Heroes DC","697-Batman"
2010,537,Series 2 Minifigures,son,19,"535-Collectible Minifigures","537-Series 2 Minifigures"
2015,552,Series 14 Minifigures,son,19,"535-Collectible Minifigures","552-Series 14 Minifigures"
2012,541,Series 6 Minifigures,son,19,"535-Collectible Minifigures","541-Series 6 Minifigures"
2012,697,Batman,son,174,"695-Super Heroes DC","697-Batman"
1980,473,Supplemental,son,96,"465-Universal Building Set","473-Supplemental"
2013,572,Speedorz,son,31,"571-Legends of Chima","572-Speedorz"
1999,297,Desert,son,26,"296-Adventurers","297-Desert"
1996,473,Supplemental,son,96,"465-Universal Building Set","473-Supplemental"
2014,760,Activity Books,son,211,"497-Books","760-Activity Books"
1985,229,Easter,son,50,"206-Seasonal","229-Easter"
2010,232,Valentine,son,21,"206-Seasonal","232-Valentine"
2014,572,Speedorz,son,31,"571-Legends of Chima","572-Speedorz"
2013,55,Coast Guard,son,28,"52-City","55-Coast Guard"
2003,517,Learning,son,9,"507-Educational and Dacta","517-Learning"
1992,729,Airlines,son,17,"598-Promotional","729-Airlines"
1977,421,Police,son,11,"411-Legoland","421-Police"
2010,35,Bricks & More,son,69,"34-Make & Create","35-Bricks & More"
2008,137,Mars Mission,son,21,"126-Space","137-Mars Mission"
2018,56,Construction,son,88,"52-City","56-Construction"
2017,733,Houseware,son,327,"501-Gear","733-Houseware"
2018,759,Story Books,son,241,"497-Books","759-Story Books"
2019,670,The LEGO Movie II,son,42,"578-The LEGO Movie","670-The LEGO Movie II"
2015,518,Mindstorms,son,90,"507-Educational and Dacta","518-Mindstorms"
2012,701,Superman,son,14,"695-Super Heroes DC","701-Superman"
2012,759,Story Books,son,241,"497-Books","759-Story Books"
2019,227,Christmas,son,199,"206-Seasonal","227-Christmas"
2019,757,Ideas Books,son,99,"497-Books","757-Ideas Books"
2018,740,Storage,son,166,"501-Gear","740-Storage"
1971,416,Construction,son,42,"411-Legoland","416-Construction"
2020,697,Batman,son,174,"695-Super Heroes DC","697-Batman"
2019,739,Stationery and Office Supplies,son,357,"501-Gear","739-Stationery and Office Supplies"
1994,67,Classic Town,son,451,"50-Town","67-Classic Town"
1988,67,Classic Town,son,451,"50-Town","67-Classic Town"
2000,91,Race,son,16,"50-Town","91-Race"
1962,371,Supplemental,son,531,"365-System","371-Supplemental"
2019,706,Spider-Man,son,108,"696-Super Heroes Marvel","706-Spider-Man"
2003,204,Designer Sets,son,52,"22-Creator","204-Designer Sets"
2006,60,Hospital,son,24,"52-City","60-Hospital"
1969,235,"4.5V",son,92,"233-Train","235-4.5V"
1980,235,"4.5V",son,92,"233-Train","235-4.5V"
2020,684,DC Super Heroes,son,20,"535-Collectible Minifigures","684-DC Super Heroes"
2004,122,RC,son,25,"112-Racers","122-RC"
2016,731,Bag and Luggage Tags,son,100,"501-Gear","731-Bag and Luggage Tags"
2009,735,Plush Toys,son,99,"501-Gear","735-Plush Toys"
2002,739,Stationery and Office Supplies,son,357,"501-Gear","739-Stationery and Office Supplies"
2005,739,Stationery and Office Supplies,son,357,"501-Gear","739-Stationery and Office Supplies"
2021,761,Activity Books with LEGO Parts,son,370,"497-Books","761-Activity Books with LEGO Parts"
2021,579,Disney Princess,son,100,"608-Disney","579-Disney Princess"
2020,498,Technic,son,10,"497-Books","498-Technic"
2014,524,Service Packs,son,369,"507-Educational and Dacta","524-Service Packs"
2023,759,Story Books,son,241,"497-Books","759-Story Books"
2024,759,Story Books,son,241,"497-Books","759-Story Books"
2003,122,RC,son,25,"112-Racers","122-RC"
1986,199,Lion Knights,son,27,"186-Castle","199-Lion Knights"
2011,734,Magnets,son,124,"501-Gear","734-Magnets"
1971,417,Fire,son,14,"411-Legoland","417-Fire"
1974,417,Fire,son,14,"411-Legoland","417-Fire"
1996,201,Royal Knights,son,9,"186-Castle","201-Royal Knights"
2017,740,Storage,son,166,"501-Gear","740-Storage"
1978,473,Supplemental,son,96,"465-Universal Building Set","473-Supplemental"
1999,453,Technic,son,152,"443-Service Packs","453-Technic"
1965,371,Supplemental,son,531,"365-System","371-Supplemental"
1997,453,Technic,son,152,"443-Service Packs","453-Technic"
1958,372,Town Plan,son,57,"365-System","372-Town Plan"
2000,106,City Center,son,22,"50-Town","106-City Center"
1995,453,Technic,son,152,"443-Service Packs","453-Technic"
1998,86,Divers,son,12,"50-Town","86-Divers"
2004,114,Ferrari,son,37,"112-Racers","114-Ferrari"
2013,35,Bricks & More,son,69,"34-Make & Create","35-Bricks & More"
2009,114,Ferrari,son,37,"112-Racers","114-Ferrari"
2011,230,Halloween,son,31,"206-Seasonal","230-Halloween"
2014,697,Batman,son,174,"695-Super Heroes DC","697-Batman"
2020,736,Posters and Art Prints,son,85,"501-Gear","736-Posters and Art Prints"
2008,733,Houseware,son,327,"501-Gear","733-Houseware"
2008,737,Role Play Toys and Costumes,son,223,"501-Gear","737-Role Play Toys and Costumes"
2022,253,Skylines,son,15,"252-Architecture","253-Skylines"
2022,230,Halloween,son,31,"206-Seasonal","230-Halloween"
2010,153,Pirates II,son,18,"147-Pirates","153-Pirates II"
2024,735,Plush Toys,son,99,"501-Gear","735-Plush Toys"
2024,697,Batman,son,174,"695-Super Heroes DC","697-Batman"
2012,403,Villains,son,36,"400-Hero Factory","403-Villains"
2016,229,Easter,son,50,"206-Seasonal","229-Easter"
1963,757,Ideas Books,son,99,"497-Books","757-Ideas Books"
2024,704,Guardians of the Galaxy,son,15,"696-Super Heroes Marvel","704-Guardians of the Galaxy"
2024,706,Spider-Man,son,108,"696-Super Heroes Marvel","706-Spider-Man"
2014,706,Spider-Man,son,108,"696-Super Heroes Marvel","706-Spider-Man"
1991,534,Universal Building Set,son,21,"507-Educational and Dacta","534-Universal Building Set"
2006,56,Construction,son,88,"52-City","56-Construction"
2019,229,Easter,son,50,"206-Seasonal","229-Easter"
1970,234,"12V",son,65,"233-Train","234-12V"
2000,229,Easter,son,50,"206-Seasonal","229-Easter"
1975,412,Airport,son,18,"411-Legoland","412-Airport"
2016,277,Mosaic,son,7,"276-Sculptures","277-Mosaic"
2006,740,Storage,son,166,"501-Gear","740-Storage"
2009,739,Stationery and Office Supplies,son,357,"501-Gear","739-Stationery and Office Supplies"
1983,634,Trains,son,73,"504-Duplo","634-Trains"
1990,663,Rattles,son,23,"504-Duplo","663-Rattles"
2020,705,Iron Man,son,8,"696-Super Heroes Marvel","705-Iron Man"
1986,524,Service Packs,son,369,"507-Educational and Dacta","524-Service Packs"
2021,227,Christmas,son,199,"206-Seasonal","227-Christmas"
1969,473,Supplemental,son,96,"465-Universal Building Set","473-Supplemental"
2023,229,Easter,son,50,"206-Seasonal","229-Easter"
1998,199,Lion Knights,son,27,"186-Castle","199-Lion Knights"
1985,199,Lion Knights,son,27,"186-Castle","199-Lion Knights"
2017,232,Valentine,son,21,"206-Seasonal","232-Valentine"
2018,253,Skylines,son,15,"252-Architecture","253-Skylines"
2007,55,Coast Guard,son,28,"52-City","55-Coast Guard"
1975,423,Vehicle,son,31,"411-Legoland","423-Vehicle"
1990,528,Supplemental,son,30,"507-Educational and Dacta","528-Supplemental"
2005,626,Bob the Builder,son,31,"504-Duplo","626-Bob the Builder"
2011,673,Creator Expert,son,67,"22-Creator","673-Creator Expert"
2022,58,Fire,son,120,"52-City","58-Fire"
2004,737,Role Play Toys and Costumes,son,223,"501-Gear","737-Role Play Toys and Costumes"
1994,21,Universal Building Set,son,23,"1-Technic","21-Universal Building Set"
1970,412,Airport,son,18,"411-Legoland","412-Airport"
1969,413,Building,son,25,"411-Legoland","413-Building"
2014,232,Valentine,son,21,"206-Seasonal","232-Valentine"
2013,706,Spider-Man,son,108,"696-Super Heroes Marvel","706-Spider-Man"
2023,704,Guardians of the Galaxy,son,15,"696-Super Heroes Marvel","704-Guardians of the Galaxy"
1968,235,"4.5V",son,92,"233-Train","235-4.5V"
2005,204,Designer Sets,son,52,"22-Creator","204-Designer Sets"
2019,253,Skylines,son,15,"252-Architecture","253-Skylines"
1997,503,Key Chain,son,707,"501-Gear","503-Key Chain"
2004,236,"9V",son,106,"233-Train","236-9V"
1971,420,Hospital,son,9,"411-Legoland","420-Hospital"
2000,51,Arctic,son,11,"50-Town","51-Arctic"
1970,371,Supplemental,son,531,"365-System","371-Supplemental"
1996,21,Universal Building Set,son,23,"1-Technic","21-Universal Building Set"
2005,673,Creator Expert,son,67,"22-Creator","673-Creator Expert"
1967,740,Storage,son,166,"501-Gear","740-Storage"
1992,528,Supplemental,son,30,"507-Educational and Dacta","528-Supplemental"
2022,734,Magnets,son,124,"501-Gear","734-Magnets"
2017,58,Fire,son,120,"52-City","58-Fire"
2012,757,Ideas Books,son,99,"497-Books","757-Ideas Books"
2014,58,Fire,son,120,"52-City","58-Fire"
2008,734,Magnets,son,124,"501-Gear","734-Magnets"
1960,371,Supplemental,son,531,"365-System","371-Supplemental"
2018,702,Avengers,son,122,"696-Super Heroes Marvel","702-Avengers"
2014,702,Avengers,son,122,"696-Super Heroes Marvel","702-Avengers"
1967,235,"4.5V",son,92,"233-Train","235-4.5V"
2007,66,Trains,son,37,"52-City","66-Trains"
1963,368,HO 1:87 Vehicles,son,215,"365-System","368-HO 1:87 Vehicles"
2012,702,Avengers,son,122,"696-Super Heroes Marvel","702-Avengers"
2019,730,Audio and Visual Media,son,75,"501-Gear","730-Audio and Visual Media"
1993,664,Toolo,son,13,"504-Duplo","664-Toolo"
1969,756,Samsonite,son,149,"365-System","756-Samsonite"
2019,509,SPIKE,son,33,"507-Educational and Dacta","509-SPIKE"
2008,229,Easter,son,50,"206-Seasonal","229-Easter"
2021,232,Valentine,son,21,"206-Seasonal","232-Valentine"
2013,730,Audio and Visual Media,son,75,"501-Gear","730-Audio and Visual Media"
2017,730,Audio and Visual Media,son,75,"501-Gear","730-Audio and Visual Media"
1996,533,Town,son,36,"507-Educational and Dacta","533-Town"
2001,462,Soccer,son,109,"458-Sports","462-Soccer"
1987,128,Blacktron I,son,9,"126-Space","128-Blacktron I"
2003,462,Soccer,son,109,"458-Sports","462-Soccer"
2024,702,Avengers,son,122,"696-Super Heroes Marvel","702-Avengers"
2004,460,Gravity Games,son,11,"458-Sports","460-Gravity Games"
2016,639,Sofia the First,son,3,"504-Duplo","639-Sofia the First"
2017,702,Avengers,son,122,"696-Super Heroes Marvel","702-Avengers"
1957,368,HO 1:87 Vehicles,son,215,"365-System","368-HO 1:87 Vehicles"
1983,728,McDonalds,son,19,"598-Promotional","728-McDonalds"
1973,418,Gas Station,son,6,"411-Legoland","418-Gas Station"
2015,634,Trains,son,73,"504-Duplo","634-Trains"
1984,473,Supplemental,son,96,"465-Universal Building Set","473-Supplemental"
1982,473,Supplemental,son,96,"465-Universal Building Set","473-Supplemental"
2004,731,Bag and Luggage Tags,son,100,"501-Gear","731-Bag and Luggage Tags"
1980,19,Supplemental,son,17,"1-Technic","19-Supplemental"
2010,231,Thanksgiving,son,8,"206-Seasonal","231-Thanksgiving"
1987,187,Black Falcons,son,7,"186-Castle","187-Black Falcons"
1988,143,Supplemental,son,16,"126-Space","143-Supplemental"
2020,687,Frozen,son,34,"608-Disney","687-Frozen"
2000,673,Creator Expert,son,67,"22-Creator","673-Creator Expert"
2009,55,Coast Guard,son,28,"52-City","55-Coast Guard"
2020,679,Mars Exploration,son,16,"52-City","679-Mars Exploration"
2010,634,Trains,son,73,"504-Duplo","634-Trains"
2005,533,Town,son,36,"507-Educational and Dacta","533-Town"
2013,259,NXT,son,44,"258-Mindstorms","259-NXT"
1985,728,McDonalds,son,19,"598-Promotional","728-McDonalds"
1995,652,Playhouse,son,60,"504-Duplo","652-Playhouse"
2013,652,Playhouse,son,60,"504-Duplo","652-Playhouse"
2009,652,Playhouse,son,60,"504-Duplo","652-Playhouse"
2014,56,Construction,son,88,"52-City","56-Construction"
1985,533,Town,son,36,"507-Educational and Dacta","533-Town"
1991,456,Train,son,76,"443-Service Packs","456-Train"
1999,533,Town,son,36,"507-Educational and Dacta","533-Town"
2003,533,Town,son,36,"507-Educational and Dacta","533-Town"
2009,66,Trains,son,37,"52-City","66-Trains"
2024,630,Marvel,son,9,"504-Duplo","630-Marvel"
1986,525,Technic,son,282,"524-Service Packs","525-Technic"
1992,525,Technic,son,282,"524-Service Packs","525-Technic"
2013,638,Jake and the Never Land Pirates,son,7,"754-Disney","638-Jake and the Never Land Pirates"
2017,228,Creator,son,36,"227-Christmas","228-Creator"
2009,525,Technic,son,282,"524-Service Packs","525-Technic"
2016,641,Mickey & Friends,son,18,"754-Disney","641-Mickey & Friends"
2024,640,Disney Princess,son,19,"754-Disney","640-Disney Princess"
2023,216,Friends,son,13,"207-Advent","216-Friends"
2011,521,WeDo,son,40,"518-Mindstorms","521-WeDo"
2002,520,RCX,son,16,"518-Mindstorms","520-RCX"
2008,521,WeDo,son,40,"518-Mindstorms","521-WeDo"
2017,208,City,son,21,"207-Advent","208-City"
2015,216,Friends,son,13,"207-Advent","216-Friends"
2021,710,Harry Potter,son,6,"207-Advent","710-Harry Potter"
2012,228,Creator,son,36,"227-Christmas","228-Creator"
2018,228,Creator,son,36,"227-Christmas","228-Creator"
2014,209,Star Wars,son,15,"207-Advent","209-Star Wars"
2015,228,Creator,son,36,"227-Christmas","228-Creator"
2005,520,RCX,son,16,"518-Mindstorms","520-RCX"
2001,214,Creator,son,4,"207-Advent","214-Creator"
2002,524,Service Packs,father,369,"507-Educational and Dacta","524-Service Packs"
2012,754,Disney,father,100,"504-Duplo","754-Disney"
2015,754,Disney,father,100,"504-Duplo","754-Disney"
1995,524,Service Packs,father,369,"507-Educational and Dacta","524-Service Packs"
1987,524,Service Packs,father,369,"507-Educational and Dacta","524-Service Packs"
2020,754,Disney,father,100,"504-Duplo","754-Disney"
2001,236,"9V",son,106,"233-Train","236-9V"
2000,197,Knights Kingdom I,son,21,"186-Castle","197-Knights Kingdom I"
2016,231,Thanksgiving,son,8,"206-Seasonal","231-Thanksgiving"
1977,423,Vehicle,son,31,"411-Legoland","423-Vehicle"
1976,413,Building,son,25,"411-Legoland","413-Building"
1984,199,Lion Knights,son,27,"186-Castle","199-Lion Knights"
2013,231,Thanksgiving,son,8,"206-Seasonal","231-Thanksgiving"
1995,308,Aquanauts,son,8,"307-Aquazone","308-Aquanauts"
2004,198,Knights Kingdom II,son,86,"186-Castle","198-Knights Kingdom II"
2016,556,Series 16 Minifigures,son,19,"535-Collectible Minifigures","556-Series 16 Minifigures"
2004,227,Christmas,son,199,"206-Seasonal","227-Christmas"
2016,410,Pick A Model,son,32,"408-LEGO Brand Store","410-Pick A Model"
2005,198,Knights Kingdom II,son,86,"186-Castle","198-Knights Kingdom II"
2016,595,Friends,son,8,"591-Juniors","595-Friends"
2011,539,Series 4 Minifigures,son,19,"535-Collectible Minifigures","539-Series 4 Minifigures"
2012,503,Key Chain,son,707,"501-Gear","503-Key Chain"
2012,542,Series 7 Minifigures,son,19,"535-Collectible Minifigures","542-Series 7 Minifigures"
2001,503,Key Chain,son,707,"501-Gear","503-Key Chain"
2013,503,Key Chain,son,707,"501-Gear","503-Key Chain"
2009,63,Traffic,son,62,"52-City","63-Traffic"
1993,21,Universal Building Set,son,23,"1-Technic","21-Universal Building Set"
2013,403,Villains,son,36,"400-Hero Factory","403-Villains"
2015,63,Traffic,son,62,"52-City","63-Traffic"
2012,230,Halloween,son,31,"206-Seasonal","230-Halloween"
2017,410,Pick A Model,son,32,"408-LEGO Brand Store","410-Pick A Model"
2015,673,Creator Expert,son,67,"22-Creator","673-Creator Expert"
1985,757,Ideas Books,son,99,"497-Books","757-Ideas Books"
2017,579,Disney Princess,son,100,"608-Disney","579-Disney Princess"
2014,761,Activity Books with LEGO Parts,son,370,"497-Books","761-Activity Books with LEGO Parts"
2016,761,Activity Books with LEGO Parts,son,370,"497-Books","761-Activity Books with LEGO Parts"
2018,757,Ideas Books,son,99,"497-Books","757-Ideas Books"
2018,731,Bag and Luggage Tags,son,100,"501-Gear","731-Bag and Luggage Tags"
2002,729,Airlines,son,17,"598-Promotional","729-Airlines"
2017,619,Cities of Wonders,son,18,"408-LEGO Brand Store","619-Cities of Wonders"
2020,579,Disney Princess,son,100,"608-Disney","579-Disney Princess"
2020,740,Storage,son,166,"501-Gear","740-Storage"
2018,735,Plush Toys,son,99,"501-Gear","735-Plush Toys"
1977,453,Technic,son,152,"443-Service Packs","453-Technic"
1997,94,Town Jr.,son,40,"50-Town","94-Town Jr."
1987,67,Classic Town,son,451,"50-Town","67-Classic Town"
1980,67,Classic Town,son,451,"50-Town","67-Classic Town"
1983,67,Classic Town,son,451,"50-Town","67-Classic Town"
1998,87,Extreme Team,son,21,"50-Town","87-Extreme Team"
1993,67,Classic Town,son,451,"50-Town","67-Classic Town"
2004,661,Little Robots,son,16,"504-Duplo","661-Little Robots"
1998,665,Western,son,10,"504-Duplo","665-Western"
1979,67,Classic Town,son,451,"50-Town","67-Classic Town"
2009,57,Farm,son,21,"52-City","57-Farm"
1979,189,Classic Castle,son,8,"186-Castle","189-Classic Castle"
1984,533,Town,son,36,"507-Educational and Dacta","533-Town"
2014,730,Audio and Visual Media,son,75,"501-Gear","730-Audio and Visual Media"
2018,730,Audio and Visual Media,son,75,"501-Gear","730-Audio and Visual Media"
2009,734,Magnets,son,124,"501-Gear","734-Magnets"
1978,740,Storage,son,166,"501-Gear","740-Storage"
2009,503,Key Chain,son,707,"501-Gear","503-Key Chain"
2011,503,Key Chain,son,707,"501-Gear","503-Key Chain"
2010,733,Houseware,son,327,"501-Gear","733-Houseware"
2018,761,Activity Books with LEGO Parts,son,370,"497-Books","761-Activity Books with LEGO Parts"
2021,715,Marvel Series 1,son,16,"535-Collectible Minifigures","715-Marvel Series 1"
2021,230,Halloween,son,31,"206-Seasonal","230-Halloween"
2014,738,Seasonal,son,65,"501-Gear","738-Seasonal"
2005,733,Houseware,son,327,"501-Gear","733-Houseware"
2022,731,Bag and Luggage Tags,son,100,"501-Gear","731-Bag and Luggage Tags"
2022,761,Activity Books with LEGO Parts,son,370,"497-Books","761-Activity Books with LEGO Parts"
2023,761,Activity Books with LEGO Parts,son,370,"497-Books","761-Activity Books with LEGO Parts"
2017,760,Activity Books,son,211,"497-Books","760-Activity Books"
2011,761,Activity Books with LEGO Parts,son,370,"497-Books","761-Activity Books with LEGO Parts"
2004,229,Easter,son,50,"206-Seasonal","229-Easter"
2001,122,RC,son,25,"112-Racers","122-RC"
2012,229,Easter,son,50,"206-Seasonal","229-Easter"
2015,757,Ideas Books,son,99,"497-Books","757-Ideas Books"
1981,757,Ideas Books,son,99,"497-Books","757-Ideas Books"
1998,3,Competition,son,18,"1-Technic","3-Competition"
2014,734,Magnets,son,124,"501-Gear","734-Magnets"
